## ACTIVE GENE SELECTION CRITERIA based on... 
# (1) riboZero RNA can be detected reliably for differential expression analysis 
## i.e. min. average of 3 t.p.m. over 3 consecutive time points (~30 min intervals) UP TO STAGE 13 (~12 hpf) 
# (2) RNAPII ChIP enrichment conditions (covering at least 80% of the genebody): 
## 2.6-fold at this stage OR 
## 1.8-fold at this stage AND 1.4-fold at next or previous stage OR 
## 1.4-fold at this stage and 1.8-fold at next or previous stage OR 
## 1.4-fold at this stage and 1.4-fold at next two stages 
# (3) optional: H3K4me3 mark within genebody 

## rzRNA data selection for RNAPII ChIP: 
## +/- 1h from ChIP time point, min. average of 0.1 t.p.m. (=detection limit) over 3 consecutive time points 

## ZYGOTIC GENOME ACTIVATION: 
# Total number of genes with transcripts: 13039 
# Number of activated genes at this stage: 1214 
# Percentage of genes that activated at this stage: 9.31052994861569 

scaffold	start	end	gene.length	pol2.6.mean	pol2.7.mean	pol2.8.mean	pol2.8p.mean	pol2.11.mean	pol2.12p.mean	tu.st8p.toInput	tu.st10p.toInput	maternal.tpm	h3k4me3	h3k36me3
Xetro.G00117|unnamed	scaffold_7	5633451	5637892	4442	1.01068424116918	1.17082455981583	0.957880377522446	0.896126623740722	4.81495638151469	26.5032014177924	NA	NA	0.118593390031251	1	1
Xetro.K05001|	scaffold_8c	1471283	1472612	1330	0.376848326709854	0.562594698609276	0.327143991244783	2.73523547298018	3.14094492545594	16.6939780694725	NA	NA	0	0	1
Xetro.F01166|tpk1	scaffold_6	90936320	90940791	4472	1.21833698209812	0.830965798113093	1.8526353093452	6.31687088807909	8.45911349118521	16.462160472241	1.09307831661875	0.518193373589196	42.3506198221706	0	1
Xetro.C00466|mat2a	scaffold_3	12048369	12058550	10182	1.02693306329101	1.06280200313976	5.28515854805458	18.2157281200154	13.3804609119425	15.6401298393487	1.11295246783	4.69175081492921	138.948186944915	1	1
Xetro.K03972|	scaffold_2080	1174	4415	3242	0.950711659084928	0.735441369125006	1.10629386698322	0.970599765321676	2.06819354084406	15.2401492826527	NA	NA	5.82583219289805	0	1
Xetro.G01863|	scaffold_7	104638156	104647109	8954	1.0570305253293	1.28879690096559	0.862453199912373	0.514370021703142	1.08668754495743	13.6193151831304	NA	NA	0	1	1
Xetro.G01862|	scaffold_7	104621567	104633386	11820	1.08380686440074	1.05016934974965	0.812067657219668	0.5732612422805	0.723127573473806	13.1055147673687	NA	NA	0	0	1
Xetro.A00155|gpx8	scaffold_1	9573770	9581688	7919	0.876583528746607	0.965429919866092	1.01854327812885	0.831284643005841	2.26865096611521	13.0893893116902	NA	NA	0.936428538695426	1	0
Xetro.G00118|unnamed	scaffold_7	5647513	5673904	26392	1.11112685936311	1.00033639468067	0.818339958002401	0.569493898901958	1.53474198300399	11.681703157506	NA	0	0.120836611702508	1	1
Xetro.F00011|unnamed	scaffold_6	246165	247868	1704	1.16805214034453	0.571910571513929	0.883150438915105	0.871767587005668	0.774138220711565	11.1691570845511	NA	NA	0.10553524530393	1	0
