"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0006956",3.11112865311576e-06,24.4049744897959,7.43549648162627,17,18,"complement activation"
"2","GO:0072376",8.23368540204427e-06,12.9227823867262,8.26166275736252,18,20,"protein activation cascade"
"3","GO:0006811",1.79245323409615e-05,1.75885225885226,97.9007036747459,129,237,"ion transport"
"4","GO:0046486",1.86028654804853e-05,3.12084128715571,24.7849882720876,41,60,"glycerolipid metabolic process"
"5","GO:0055085",5.59116944768882e-05,1.72874934150987,90.8782903309878,119,220,"transmembrane transport"
"6","GO:0045197",0.000119055994917453,6.45564773452457,9.08782903309877,18,22,"establishment or maintenance of epithelial cell apical/basal polarity"
"7","GO:0002253",0.000228552407324107,2.19136516225289,36.3513161323951,53,88,"activation of immune response"
"8","GO:0006959",0.000241134097461737,3.20995649594621,17.3494917904613,29,42,"humoral immune response"
"9","GO:0061245",0.000285226401757468,3.59294871794872,14.4579098253844,25,35,"establishment or maintenance of bipolar cell polarity"
"10","GO:0035088",0.000285226401757468,3.59294871794872,14.4579098253844,25,35,"establishment or maintenance of apical/basal cell polarity"
"11","GO:0030048",0.000336205585140869,5.16222080408424,9.5009121709669,18,23,"actin filament-based movement"
"12","GO:0050776",0.000341509539980151,1.83998232825271,56.1793067500652,76,136,"regulation of immune response"
"13","GO:0015711",0.0004465823235548,2.44476629731706,25.6111545478238,39,62,"organic anion transport"
"14","GO:0044255",0.000465350357674035,1.65223645763093,79.3119624706802,102,192,"cellular lipid metabolic process"
"15","GO:0050778",0.00046727654384638,1.97436661698957,42.9606463382851,60,104,"positive regulation of immune response"
"16","GO:0002252",0.000473610603562325,1.98620805266848,42.1344800625489,59,102,"immune effector process"
"17","GO:0006820",0.000507545740898758,2.12492814715463,34.6989835809226,50,84,"anion transport"
"18","GO:0044281",0.000532092093841027,1.39274754721874,190.844409695074,224,462,"small molecule metabolic process"
"19","GO:0070252",0.000651878844755921,6.68067048589009,7.02241334375814,14,17,"actin-mediated cell contraction"
"20","GO:0034220",0.000765235728443053,1.82455626358065,50.3961428199114,68,122,"ion transmembrane transport"
"21","GO:0006650",0.000771220458093583,3.5079263524561,12.8055772739119,22,31,"glycerophospholipid metabolic process"
"22","GO:0002456",0.000839047994085175,Inf,3.30466510294501,8,8,"T cell mediated immunity"
"23","GO:0007349",0.000845432502139859,8.58232676414495,5.78316393015377,12,14,"cellularization"
"24","GO:0097435",0.00086958353705258,1.65371485943775,70.6372165754496,91,171,"supramolecular fiber organization"
"25","GO:0031581",0.000979467711082179,14.2920634920635,4.54391451654939,10,11,"hemidesmosome assembly"
"26","GO:0006790",0.00100558083658605,2.44642166344294,22.3064894448788,34,54,"sulfur compound metabolic process"
"27","GO:0006955",0.00108664202125932,1.50770629105468,103.270784467032,127,250,"immune response"
"28","GO:0006812",0.0011928021861922,1.63640594327489,69.3979671618452,89,168,"cation transport"
"29","GO:0006644",0.00164609830137781,2.25233671092149,24.3719051342194,36,59,"phospholipid metabolic process"
"30","GO:0030198",0.00166052220027785,2.21888458225668,25.1980714099557,37,61,"extracellular matrix organization"
"31","GO:0034762",0.00167414402243181,2.10917838638046,28.5027365129007,41,69,"regulation of transmembrane transport"
"32","GO:0072348",0.00177625361115988,7.86213468869123,5.37008079228564,11,13,"sulfur compound transport"
"33","GO:0001953",0.00177625361115988,7.86213468869123,5.37008079228564,11,13,"negative regulation of cell-matrix adhesion"
"34","GO:0050868",0.00181758380484771,5.00827498408657,7.43549648162627,14,18,"negative regulation of T cell activation"
"35","GO:1903038",0.00181758380484771,5.00827498408657,7.43549648162627,14,18,"negative regulation of leukocyte cell-cell adhesion"
"36","GO:0001754",0.00202563110750647,2.66599468523779,16.523325514725,26,40,"eye photoreceptor cell differentiation"
"37","GO:0051322",0.00203647263456668,Inf,2.89158196507688,7,7,"anaphase"
"38","GO:0051642",0.00203647263456668,Inf,2.89158196507688,7,7,"centrosome localization"
"39","GO:0061842",0.00203647263456668,Inf,2.89158196507688,7,7,"microtubule organizing center localization"
"40","GO:0030011",0.00203647263456668,Inf,2.89158196507688,7,7,"maintenance of cell polarity"
"41","GO:0030240",0.00203647263456668,Inf,2.89158196507688,7,7,"skeletal muscle thin filament assembly"
"42","GO:0046173",0.00217523486643183,12.8546954314721,4.13083137868126,9,10,"polyol biosynthetic process"
"43","GO:0007163",0.00224174751208846,1.76275590551181,45.852228303362,61,111,"establishment or maintenance of cell polarity"
"44","GO:0019751",0.00231480054448923,4.29363057324841,8.26166275736252,15,20,"polyol metabolic process"
"45","GO:0055003",0.00263386863069205,5.71900826446281,6.19624706802189,12,15,"cardiac myofibril assembly"
"46","GO:0007044",0.00296550690561862,2.74861288945796,14.4579098253844,23,35,"cell-substrate junction assembly"
"47","GO:0051592",0.00296550690561862,2.74861288945796,14.4579098253844,23,35,"response to calcium ion"
"48","GO:0045017",0.00312710752396595,2.64800670181836,15.2840761011207,24,37,"glycerolipid biosynthetic process"
"49","GO:0015850",0.00323504879563281,3.47713192419825,9.91399530883503,17,24,"organic hydroxy compound transport"
"50","GO:0042462",0.00323504879563281,3.47713192419825,9.91399530883503,17,24,"eye photoreceptor cell development"
"51","GO:0002460",0.00323504879563281,3.47713192419825,9.91399530883503,17,24,"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"52","GO:0002697",0.00356506939097141,2.36427518984472,18.5887412040657,28,45,"regulation of immune effector process"
"53","GO:0002250",0.00363977415954222,3.22208040842374,10.7401615845713,18,26,"adaptive immune response"
"54","GO:0071526",0.00368853977134636,7.14285714285714,4.95699765441751,10,12,"semaphorin-plexin signaling pathway"
"55","GO:0014866",0.00368853977134636,7.14285714285714,4.95699765441751,10,12,"skeletal myofibril assembly"
"56","GO:0006826",0.00368853977134636,7.14285714285714,4.95699765441751,10,12,"iron ion transport"
"57","GO:0030001",0.0038844040686124,1.6347917297461,53.7008079228564,69,130,"metal ion transport"
"58","GO:0065008",0.0039713380117042,1.23278276336143,361.44774563461,396,875,"regulation of biological quality"
"59","GO:0006638",0.00432202304323326,2.86517571884984,12.3924941360438,20,30,"neutral lipid metabolic process"
"60","GO:0006639",0.00432202304323326,2.86517571884984,12.3924941360438,20,30,"acylglycerol metabolic process"
"61","GO:0006629",0.00462417164012634,1.40248466550454,111.119364086526,132,269,"lipid metabolic process"
"62","GO:0018200",0.00478689042329345,11.4191502853519,3.71774824081314,8,9,"peptidyl-glutamic acid modification"
"63","GO:2000257",0.00478689042329345,11.4191502853519,3.71774824081314,8,9,"regulation of protein activation cascade"
"64","GO:0030449",0.00478689042329345,11.4191502853519,3.71774824081314,8,9,"regulation of complement activation"
"65","GO:0045143",0.00494092885562061,Inf,2.47849882720876,6,6,"homologous chromosome segregation"
"66","GO:0000090",0.00494092885562061,Inf,2.47849882720876,6,6,"mitotic anaphase"
"67","GO:0043647",0.00494092885562061,Inf,2.47849882720876,6,6,"inositol phosphate metabolic process"
"68","GO:0002449",0.00502164485822336,3.57643312101911,8.67474589523065,15,21,"lymphocyte mediated immunity"
"69","GO:0033275",0.00518926434423328,5.23909360440491,5.78316393015377,11,14,"actin-myosin filament sliding"
"70","GO:0001745",0.00520226014597386,2.45776516884781,15.6971592389888,24,38,"compound eye morphogenesis"
"71","GO:0016485",0.00543856793740404,2.33066067992303,17.3494917904613,26,42,"protein processing"
"72","GO:0007162",0.00555417174000513,2.06065105333931,23.1326557206151,33,56,"negative regulation of cell adhesion"
"73","GO:0007286",0.00559996231420403,2.19040048707888,19.8279906176701,29,48,"spermatid development"
"74","GO:0015849",0.0056122453220078,2.15305466237942,20.6541568934063,30,50,"organic acid transport"
"75","GO:0046942",0.0056122453220078,2.15305466237942,20.6541568934063,30,50,"carboxylic acid transport"
"76","GO:0006641",0.00624835560661454,3.04113520408163,10.3270784467032,17,25,"triglyceride metabolic process"
"77","GO:0002920",0.00658029018986974,4.28734901462174,6.60933020589002,12,16,"regulation of humoral immune response"
"78","GO:0006767",0.00658029018986974,4.28734901462174,6.60933020589002,12,16,"water-soluble vitamin metabolic process"
"79","GO:0032409",0.00715626567880023,2.72017879948914,11.9794109981757,19,29,"regulation of transporter activity"
"80","GO:0046467",0.00715626567880023,2.72017879948914,11.9794109981757,19,29,"membrane lipid biosynthetic process"
"81","GO:0034764",0.00715626567880023,2.72017879948914,11.9794109981757,19,29,"positive regulation of transmembrane transport"
"82","GO:0043062",0.00736529486467913,1.88293248333816,27.6765702371645,38,67,"extracellular structure organization"
"83","GO:0048193",0.00746432028841123,1.72032202743902,37.1774824081314,49,90,"Golgi vesicle transport"
"84","GO:0022408",0.00750163760537803,2.6035434214348,12.8055772739119,20,31,"negative regulation of cell-cell adhesion"
"85","GO:0003382",0.00755618706550525,6.4244923857868,4.54391451654939,9,11,"epithelial cell morphogenesis"
"86","GO:0007015",0.00777709312788664,1.64664112865552,43.3737294761532,56,105,"actin filament organization"
"87","GO:0010876",0.00779680538476238,1.93325062034739,25.1980714099557,35,61,"lipid localization"
"88","GO:0046474",0.00781873972153397,3.71641221374046,7.43549648162627,13,18,"glycerophospholipid biosynthetic process"
"89","GO:0034765",0.00800516609442857,2.42423347605689,14.4579098253844,22,35,"regulation of ion transmembrane transport"
"90","GO:0019637",0.00806499137087457,1.44765100671141,78.485796194944,95,190,"organophosphate metabolic process"
"91","GO:0051604",0.0081541963046207,1.99692040650634,22.7195725827469,32,55,"protein maturation"
"92","GO:0046530",0.00844114022466737,2.15083440308087,18.5887412040657,27,45,"photoreceptor cell differentiation"
"93","GO:0032412",0.00889151903304629,3.33587948228305,8.26166275736252,14,20,"regulation of ion transmembrane transporter activity"
"94","GO:0006094",0.00889151903304629,3.33587948228305,8.26166275736252,14,20,"gluconeogenesis"
"95","GO:0030029",0.00899347223739294,1.40907258189578,88.8128746416471,106,215,"actin filament-based process"
"96","GO:0002673",0.010062826971968,4.75978835978836,5.37008079228564,10,13,"regulation of acute inflammatory response"
"97","GO:0031641",0.010062826971968,4.75978835978836,5.37008079228564,10,13,"regulation of myelination"
"98","GO:0030049",0.010062826971968,4.75978835978836,5.37008079228564,10,13,"muscle filament sliding"
"99","GO:0002819",0.010062826971968,4.75978835978836,5.37008079228564,10,13,"regulation of adaptive immune response"
"100","GO:0002686",0.0104184451179372,9.98542458808618,3.30466510294501,7,8,"negative regulation of leukocyte migration"
"101","GO:0045103",0.0104184451179372,9.98542458808618,3.30466510294501,7,8,"intermediate filament-based process"
"102","GO:0045104",0.0104184451179372,9.98542458808618,3.30466510294501,7,8,"intermediate filament cytoskeleton organization"
