## ACTIVE GENE SELECTION CRITERIA based on... 
# (1) riboZero RNA can be detected reliably for differential expression analysis 
## i.e. min. average of 3 t.p.m. over 3 consecutive time points (~30 min intervals) UP TO STAGE 13 (~12 hpf) 
# (2) RNAPII ChIP enrichment conditions (covering at least 80% of the genebody): 
## 2.6-fold at this stage OR 
## 1.8-fold at this stage AND 1.4-fold at next or previous stage OR 
## 1.4-fold at this stage and 1.8-fold at next or previous stage OR 
## 1.4-fold at this stage and 1.4-fold at next two stages 
# (3) optional: H3K4me3 mark within genebody 

## rzRNA data selection for RNAPII ChIP: 
## +/- 1h from ChIP time point, min. average of 0.1 t.p.m. (=detection limit) over 3 consecutive time points 

## ZYGOTIC GENOME ACTIVATION: 
# Total number of genes: 12530 
# Number of activated genes: 1044 
# Percentage of genes with zygotic contribution: 8.33200319233839 

scaffold	start	end	gene.length	pol2.6.mean	pol2.7.mean	pol2.8.mean	pol2.8p.mean	pol2.11.mean	pol2.12p.mean	tu.st8p.toInput	tu.st10p.toInput	maternal.tpm	h3k4me3	h3k36me3
Xetro.N00002|mir427	scaffold_3b	3511551	3541602	69	6.929924044841	36.8525965675923	117.074173216702	43.0175839643101	1.06806081883172	1.00929801586917	19.5393747813167	9.50365331950977	0.000711898509930615	1	1
Xetro.D01484|hist1h2ad	scaffold_4	81649243	81649932	690	2.676230393726	18.7732234314981	98.4252740877083	392.198587548016	145.859341655997	229.416923415493	5.82159752403384	6.05563186578072	15.8651703975898	0	0
Xetro.F01937|	scaffold_6	141390888	141391958	1071	1.92049054800507	20.1504207055372	92.4882478636441	1.96877017824458	1.79787885477847	0.979158213133943	10.6714497296504	7.13699469895585	0.394575581186626	0	0
Xetro.K01099|	scaffold_75	231636	232524	889	2.22665840580679	10.0413322071152	90.3991284607058	175.144232322131	134.806872469828	148.222740246117	NA	NA	1.12755718152545	0	0
Xetro.K04277|	scaffold_3578	544	2709	2166	1.83670239728386	15.6009832917579	80.7509754439793	1.87409829172722	0.395273639828807	0.67888083444381	6.77985284991376	5.75767547716561	0.0155301702174162	1	1
Xetro.F01939|	scaffold_6	141400727	141401890	1164	1.17423101962714	10.5954423577088	78.1883163673673	1.54469206502142	2.8558505454935	2.65397635100136	11.6649657281151	4.30112066895407	0.126953755507915	0	0
Xetro.D01899|klf17	scaffold_4	100912127	100915192	3066	0.899032055528805	6.34656265873416	78.1471957366222	36.0983058646604	44.6090047840353	34.8834722396661	17.6525162354079	7.29140904299576	1.08989316197849	1	1
Xetro.K00650|	scaffold_38	585074	586071	998	2.50180711531956	11.225801370724	77.1660352802037	227.514536580196	115.675254789878	91.191060851513	NA	NA	2.76628490882713	1	0
Xetro.D01520|	scaffold_4	81976692	81977768	1077	1.54142857142857	15.6430158730159	74.1600000000001	151.294642857143	115.706349206349	61.7624007936508	0.834714350872499	2.05572765969924	1.95327566902326	0	0
Xetro.D01540|hist1h2aj	scaffold_4	82216675	82217329	655	2.04578735101374	8.82326563978638	70.9859525891966	234.991636829185	138.970695167482	112.159609157087	NA	NA	2.04972800903004	0	0
