"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0045103",1.38343199657882e-05,38.8955479452055,1.23221266614543,7,8,"intermediate filament-based process"
"2","GO:0045104",1.38343199657882e-05,38.8955479452055,1.23221266614543,7,8,"intermediate filament cytoskeleton organization"
"3","GO:0031581",3.24822942231473e-05,14.8336192109777,1.69429241594996,8,11,"hemidesmosome assembly"
"4","GO:0009887",3.51627809409499e-05,1.61210177152439,85.1767005473026,118,553,"animal organ morphogenesis"
"5","GO:0048513",4.89533499400745e-05,1.45407166123779,175.128225175919,216,1137,"animal organ development"
"6","GO:0043009",5.64250228973889e-05,1.66307320997586,67.0015637216575,96,435,"chordate embryonic development"
"7","GO:0048617",8.432858020306e-05,11.1217838765009,1.84831899921814,8,12,"embryonic foregut morphogenesis"
"8","GO:0009792",0.000167311401754155,1.59357674104124,70.5441751368256,98,458,"embryo development ending in birth or egg hatching"
"9","GO:0048568",0.00029355289241918,1.70860636357495,45.1297888975762,67,293,"embryonic organ development"
"10","GO:0007044",0.000362080014164312,3.7261698440208,5.39093041438624,14,35,"cell-substrate junction assembly"
"11","GO:0061245",0.000362080014164312,3.7261698440208,5.39093041438624,14,35,"establishment or maintenance of bipolar cell polarity"
"12","GO:0035088",0.000362080014164312,3.7261698440208,5.39093041438624,14,35,"establishment or maintenance of apical/basal cell polarity"
"13","GO:0003382",0.000372146489701135,9.71489726027397,1.69429241594996,7,11,"epithelial cell morphogenesis"
"14","GO:0021546",0.000372146489701135,9.71489726027397,1.69429241594996,7,11,"rhombomere development"
"15","GO:0048731",0.000388422958281781,1.36018807835597,235.506645817045,273,1529,"system development"
"16","GO:0007411",0.000413672993428579,1.91272311148946,26.9546520719312,44,175,"axon guidance"
"17","GO:0009888",0.00044891125453955,1.42792115772749,121.835027365129,153,791,"tissue development"
"18","GO:0060603",0.000451003579308999,4.1839378238342,4.31274433150899,12,28,"mammary gland duct morphogenesis"
"19","GO:0048729",0.000553643686085844,1.55066721157092,65.7693510555121,90,427,"tissue morphogenesis"
"20","GO:0007634",0.000558012899871359,Inf,0.616106333072713,4,4,"optokinetic behavior"
"21","GO:0097485",0.00061385876721424,1.86810008458621,27.4167318217357,44,178,"neuron projection guidance"
"22","GO:0009605",0.000618898512350903,1.50945054945055,75.6270523846755,101,491,"response to external stimulus"
"23","GO:0048857",0.000711737136891638,6.34942416074492,2.31039874902267,8,15,"neural nucleus development"
"24","GO:0009790",0.000768818013786105,1.41934128336173,112.131352619234,141,728,"embryo development"
"25","GO:0045197",0.000776267491290983,4.63855421686747,3.38858483189992,10,22,"establishment or maintenance of epithelial cell apical/basal polarity"
"26","GO:0042472",0.000805043115595828,2.47142355008787,11.0899139953088,22,72,"inner ear morphogenesis"
"27","GO:0035295",0.000836373640748786,1.47000195055115,84.2525410476935,110,547,"tube development"
"28","GO:0060429",0.000850017426877813,1.45428525356769,90.5676309616888,117,588,"epithelium development"
"29","GO:0090596",0.00087905776596838,1.76692045401467,31.8835027365129,49,207,"sensory organ morphogenesis"
"30","GO:0022037",0.000974400931442668,3.45402867029165,5.23690383111806,13,34,"metencephalon development"
"31","GO:0034329",0.00104389709029083,2.21721641190668,14.1704456606724,26,92,"cell junction assembly"
"32","GO:0035239",0.00107531119564554,1.50592,67.9257232212666,91,441,"tube morphogenesis"
"33","GO:0042471",0.00119438928476764,2.23161702843682,13.5543393275997,25,88,"ear morphogenesis"
"34","GO:0060872",0.0012333592070083,5.55403087478559,2.46442533229085,8,16,"semicircular canal development"
"35","GO:0030539",0.0012333592070083,5.55403087478559,2.46442533229085,8,16,"male genitalia development"
"36","GO:0009653",0.00125710152305742,1.35097780785808,158.185301016419,189,1027,"anatomical structure morphogenesis"
"37","GO:0060443",0.00133622692801624,3.29600503302925,5.39093041438624,13,35,"mammary gland morphogenesis"
