"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0010467",5.25453879963358e-24,1.93494302304654,1083.65910867866,1238,1925,"gene expression"
"2","GO:0016070",1.66731737764355e-22,1.89935485911262,981.767005473026,1130,1744,"RNA metabolic process"
"3","GO:0016071",1.85608355249807e-20,2.59438394191757,282.595777951525,376,502,"mRNA metabolic process"
"4","GO:0090304",4.33934177405663e-20,1.81902493875014,1076.90383111806,1217,1913,"nucleic acid metabolic process"
"5","GO:0034641",2.00937115626707e-19,1.80592085510118,1230.58639562158,1367,2186,"cellular nitrogen compound metabolic process"
"6","GO:0034645",9.08535218371194e-19,1.784849518288,989.648162627052,1124,1758,"cellular macromolecule biosynthetic process"
"7","GO:0009059",1.61403799766066e-18,1.77671784102668,993.588741204066,1127,1765,"macromolecule biosynthetic process"
"8","GO:0044271",1.79428024733691e-18,1.78109452736318,947.427677873339,1080,1683,"cellular nitrogen compound biosynthetic process"
"9","GO:0006412",1.5041841790605e-17,3.29920614455168,155.934323690383,221,277,"translation"
"10","GO:0006139",1.60758159911323e-17,1.7408690063908,1142.20484753714,1272,2029,"nucleobase-containing compound metabolic process"
"11","GO:0010468",3.36267403060208e-17,1.75482539459181,869.179046129789,995,1544,"regulation of gene expression"
"12","GO:0006413",7.97952991945359e-17,5.99797658621188,79.9374511336982,125,142,"translational initiation"
"13","GO:0006725",1.06710368976408e-16,1.71580262889659,1155.71540265833,1282,2053,"cellular aromatic compound metabolic process"
"14","GO:0046483",4.17597420794236e-16,1.69700638344706,1151.2118842846,1275,2045,"heterocycle metabolic process"
"15","GO:1901360",7.93920127780513e-16,1.68890745953554,1167.53713838937,1290,2074,"organic cyclic compound metabolic process"
"16","GO:0006518",1.09474615923873e-15,2.89155880349291,168.318999218139,232,299,"peptide metabolic process"
"17","GO:0006414",2.57051710500703e-15,9.17586998550024,55.7310398749023,91,99,"translational elongation"
"18","GO:0043043",3.18903109667064e-15,2.90154717346412,161.563721657545,223,287,"peptide biosynthetic process"
"19","GO:1901576",6.51315538732244e-15,1.65834634061741,1080.28146989836,1199,1919,"organic substance biosynthetic process"
"20","GO:0044249",7.14769403964042e-15,1.65709844080491,1077.46677091478,1196,1914,"cellular biosynthetic process"
"21","GO:0009058",1.0237018918917e-14,1.65191663855078,1088.16262705238,1206,1933,"biosynthetic process"
"22","GO:0006396",1.10238399236464e-14,2.29366958970748,248.256450351837,322,441,"RNA processing"
"23","GO:0006614",2.2234297122947e-14,7.50029027576197,57.982799061767,93,103,"SRP-dependent cotranslational protein targeting to membrane"
"24","GO:0008380",5.12164730443086e-14,2.73883291125599,162.126661454261,221,288,"RNA splicing"
"25","GO:0006415",7.81985490482559e-14,9.29499072356215,49.5387021110242,81,88,"translational termination"
"26","GO:0045047",9.52709509748324e-14,6.81435545586489,58.5457388584832,93,104,"protein targeting to ER"
"27","GO:0072599",9.52709509748324e-14,6.81435545586489,58.5457388584832,93,104,"establishment of protein localization to endoplasmic reticulum"
"28","GO:0000398",2.8594731905505e-13,3.02040816326531,128.913213448006,180,229,"mRNA splicing, via spliceosome"
"29","GO:0000377",2.8594731905505e-13,3.02040816326531,128.913213448006,180,229,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
"30","GO:0000375",2.92137417259554e-13,2.99407482305359,130.602032838155,182,232,"RNA splicing, via transesterification reactions"
"31","GO:0070972",3.46252818342584e-13,5.95348837209302,61.3604378420641,96,109,"protein localization to endoplasmic reticulum"
"32","GO:0006613",3.77765432468561e-13,6.24274310595065,59.1086786551994,93,105,"cotranslational protein targeting to membrane"
"33","GO:0000184",4.92220731397114e-13,5.6454898157129,63.0492572322127,98,112,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"34","GO:0060255",8.03705576764573e-13,1.59172607520589,1022.29867083659,1131,1816,"regulation of macromolecule metabolic process"
"35","GO:0019080",1.00794524054547e-12,4.530859375,74.3080531665364,112,132,"viral gene expression"
"36","GO:0019083",1.00794524054547e-12,4.530859375,74.3080531665364,112,132,"viral transcription"
"37","GO:0019222",1.1086584606529e-12,1.58522560714366,1075.77795152463,1184,1911,"regulation of metabolic process"
"38","GO:0043604",1.91706606209726e-12,2.45489891135303,173.948397185301,231,309,"amide biosynthetic process"
"39","GO:0031326",2.52099382429419e-12,1.60908651597818,775.168100078186,877,1377,"regulation of cellular biosynthetic process"
"40","GO:0009889",2.93987838896877e-12,1.60610485458634,777.419859265051,879,1381,"regulation of biosynthetic process"
"41","GO:0010556",3.05380596243924e-12,1.60879084659572,763.909304143862,865,1357,"regulation of macromolecule biosynthetic process"
"42","GO:2000112",3.91752891481068e-12,1.60564170240845,760.531665363565,861,1351,"regulation of cellular macromolecule biosynthetic process"
"43","GO:0006397",3.93021411685268e-12,2.44951040391677,169.444878811572,225,301,"mRNA processing"
"44","GO:0019219",3.96332260289951e-12,1.60282122277932,771.227521501173,872,1370,"regulation of nucleobase-containing compound metabolic process"
"45","GO:0044237",1.43689354303466e-11,1.65129918337045,1621.82955433933,1711,2881,"cellular metabolic process"
"46","GO:0043170",1.53080896358059e-11,1.60580997078073,1514.87099296325,1609,2691,"macromolecule metabolic process"
"47","GO:0051252",2.33200207118217e-11,1.58228748683799,738.014073494918,834,1311,"regulation of RNA metabolic process"
"48","GO:0044238",5.1288532237861e-11,1.62410453031985,1613.9483971853,1701,2867,"primary metabolic process"
