## ACTIVE GENE SELECTION CRITERIA based on... 
# (1) riboZero RNA can be detected reliably for differential expression analysis 
## i.e. min. average of 3 t.p.m. over 3 consecutive time points (~30 min intervals) UP TO STAGE 13 (~12 hpf) 
# (2) RNAPII ChIP enrichment conditions (covering at least 80% of the genebody): 
## 2.6-fold at this stage OR 
## 1.8-fold at this stage AND 1.4-fold at next or previous stage OR 
## 1.4-fold at this stage and 1.8-fold at next or previous stage OR 
## 1.4-fold at this stage and 1.4-fold at next two stages 
# (3) optional: H3K4me3 mark within genebody 

## rzRNA data selection for RNAPII ChIP: 
## +/- 1h from ChIP time point, min. average of 0.1 t.p.m. (=detection limit) over 3 consecutive time points 

## ZYGOTIC GENOME ACTIVATION: 
# Total number of genes with transcripts: 12705 
# Number of activated genes at this stage: 1854 
# Percentage of genes that activated at this stage: 14.5926800472255 

scaffold	start	end	gene.length	pol2.6.mean	pol2.7.mean	pol2.8.mean	pol2.8p.mean	pol2.11.mean	pol2.12p.mean	tu.st8p.toInput	tu.st10p.toInput	maternal.tpm	h3k4me3	h3k36me3
Xetro.K03702|	scaffold_1399	805	1745	941	1.17023809523809	1.88489010989011	1.08729395604396	116.447472527472	55.6086309523809	2.94902701465201	0.611512344961538	1.60161850735827	69.0877811295672	0	0
Xetro.C00618|gatm	scaffold_3	21305406	21321610	16205	0.947494055271223	0.90932827834134	1.27038411026457	54.0004024170222	22.7616775823621	15.1853418891026	12.0024285746372	8.01397532004082	0.243018658657745	1	1
Xetro.E00499|eef1a1	scaffold_5	37262614	37282185	19572	1.13501313484116	2.70332551158002	12.2725218098275	47.0445956861251	55.8901900635589	42.4140739997226	3.68196111558601	5.01118533965346	488.828045135858	1	1
Xetro.I02104|	scaffold_9	97675474	97693377	17904	1.0275463989386	0.818402433592796	1.52842646711245	43.2946655698801	10.705914117589	4.45367341860708	NA	10.0796969120737	0.171463046000011	1	1
Xetro.G00136|unnamed	scaffold_7	6225657	6227479	1823	0.755490652717484	1.04769109250301	1.035927247599	41.1593253062026	26.9845774136761	19.2760717201036	15.3232586150507	8.28020710228522	6.76378457318557	0	1
Xetro.B01377|pcdh8.2	scaffold_2	83137729	83144928	7200	1.14871223299605	1.18003941972409	1.61158387578338	33.8086279423056	17.7369695072956	26.969457171021	17.4606914114646	10.3577280566303	0.00595671993254216	1	1
Xetro.G00031|mxi1	scaffold_7	1674524	1694006	19483	1.00958948516824	0.902563684251584	1.02589323063073	31.3629972742443	25.7952476568286	22.2266365510938	3.01751197263767	8.15057324978956	56.8851812648282	0	1
Xetro.K00265|ilf3	scaffold_24	415717	434355	18639	0.962376289783714	0.720089160834054	1.55278573975283	26.8047049339405	21.0932991760633	17.5249965229838	1.31554927237025	1.74786817315904	250.797732048096	1	1
Xetro.B01645|efnb2	scaffold_2	96721737	96755795	34059	0.887173438678065	0.957925380531879	2.27070057848725	25.4396104516453	11.4779266576948	9.3189676911198	12.216892031927	8.09802810411017	0.233358700727998	1	1
Xetro.K03380|	scaffold_851	4067	7866	3800	0.988998252037153	1.13986296373491	1.00952604597444	25.2553010476582	12.6502084101229	12.4066043446358	NA	4.05054487022221	0	1	1
